filename,x,y,width,height,class
img6035.jpg,377,49,66,96,gap
img6035.jpg,267,143,76,86,gap
img6036.jpg,225,103,106,81,gap
img6036.jpg,376,140,105,106,gap
img6037.jpg,196,86,122,120,gap
img6037.jpg,437,52,107,107,gap
img6038.jpg,209,72,79,102,gap
img6038.jpg,389,89,105,108,gap
img6039.jpg,174,119,116,117,gap
img6039.jpg,326,75,86,76,gap
img6040.jpg,317,51,113,89,gap
img6040.jpg,170,108,116,93,gap
img6041.jpg,388,142,126,86,gap
img6041.jpg,182,65,107,106,gap
img6042.jpg,163,156,96,87,gap
img6042.jpg,414,83,118,59,gap
img6043.jpg,372,116,110,107,gap
img6043.jpg,237,168,131,89,gap
img6044.jpg,153,60,108,99,gap
img6044.jpg,291,38,107,104,gap
img6045.jpg,378,14,94,96,gap
img6045.jpg,223,176,90,90,gap
img6046.jpg,239,128,98,98,gap
img6046.jpg,433,128,99,101,gap
img6047.jpg,214,151,116,116,gap
img6047.jpg,331,59,131,129,gap
img6048.jpg,447,146,102,115,gap
img6048.jpg,314,163,116,106,gap
img6049.jpg,209,98,99,99,gap
img6049.jpg,346,117,99,98,gap
img6050.jpg,157,164,79,102,gap
img6050.jpg,263,63,128,118,gap
img6051.jpg,398,116,104,116,gap
img6051.jpg,314,110,79,132,gap
img6052.jpg,187,23,127,126,gap
img6052.jpg,179,157,86,103,gap
img6053.jpg,188,48,92,76,gap
img6053.jpg,407,20,124,126,gap
img6054.jpg,421,73,109,138,gap
img6054.jpg,276,63,116,117,gap
img6055.jpg,159,152,115,115,gap
img6055.jpg,386,129,99,105,gap
img6056.jpg,193,21,85,109,gap
img6056.jpg,382,135,116,116,gap
img6057.jpg,340,142,116,116,gap
img6057.jpg,191,77,127,126,gap
img6058.jpg,385,80,117,117,gap
img6058.jpg,198,77,90,113,gap
img6059.jpg,333,109,110,111,gap
img6059.jpg,211,104,110,138,gap
img6060.jpg,180,54,92,92,gap
img6060.jpg,399,15,90,113,gap
img6061.jpg,171,24,127,127,gap
img6061.jpg,372,12,129,128,gap
img6062.jpg,406,129,118,40,gap
img6062.jpg,174,41,117,115,gap
img6063.jpg,236,31,102,102,gap
img6063.jpg,354,41,108,109,gap
img6064.jpg,209,83,110,110,gap
img6064.jpg,372,186,97,80,gap
img6065.jpg,441,85,103,132,gap
img6065.jpg,205,25,105,111,gap
img6066.jpg,170,84,104,104,gap
img6066.jpg,326,114,110,111,gap
img6067.jpg,215,159,101,115,gap
img6067.jpg,352,138,76,96,gap
img6068.jpg,175,73,110,106,gap
img6068.jpg,402,108,108,99,gap
img6069.jpg,300,16,118,105,gap
img6069.jpg,233,136,110,108,gap
img6070.jpg,230,117,106,107,gap
img6070.jpg,360,46,112,96,gap
img6071.jpg,159,53,113,114,gap
img6071.jpg,290,110,95,111,gap
img6072.jpg,176,17,106,114,gap
img6072.jpg,419,167,97,98,gap
img6073.jpg,267,116,95,96,gap
img6073.jpg,412,59,122,120,gap
img6074.jpg,404,28,83,105,gap
img6074.jpg,173,90,129,130,gap
img6075.jpg,273,114,112,101,gap
img6075.jpg,168,152,101,116,gap
img6076.jpg,255,116,80,95,gap
img6076.jpg,408,90,78,111,gap
img6077.jpg,294,135,109,109,gap
img6077.jpg,161,62,108,110,gap
img6078.jpg,185,29,108,99,gap
img6078.jpg,377,163,104,104,gap
img6079.jpg,197,97,110,138,gap
img6079.jpg,343,143,115,110,gap
img6080.jpg,166,149,42,125,gap
img6080.jpg,317,31,129,116,gap
img6081.jpg,212,106,112,111,gap
img6081.jpg,331,138,106,105,gap
img6082.jpg,438,137,100,105,gap
img6082.jpg,235,95,112,101,gap
img6083.jpg,379,52,104,103,gap
img6083.jpg,260,76,92,113,gap
img6084.jpg,150,13,86,103,gap
img6084.jpg,360,13,85,109,gap
img6085.jpg,246,44,97,81,gap
img6085.jpg,351,99,109,120,gap
img6086.jpg,210,128,118,116,gap
img6086.jpg,402,129,108,108,gap
img6087.jpg,400,98,96,107,gap
img6087.jpg,211,26,66,86,gap
img6088.jpg,440,61,90,93,gap
img6088.jpg,210,116,97,88,gap
img6089.jpg,334,140,103,90,gap
img6089.jpg,236,68,86,86,gap
img6090.jpg,348,12,86,104,gap
img6090.jpg,312,122,134,134,gap
img6091.jpg,402,136,125,125,gap
img6091.jpg,163,68,90,113,gap
img6092.jpg,370,14,104,105,gap
img6092.jpg,173,164,105,106,gap
img6093.jpg,175,113,91,101,gap
img6093.jpg,415,168,102,79,gap
img6094.jpg,188,95,112,45,gap
img6094.jpg,299,159,86,86,gap
img6095.jpg,350,89,125,125,gap
img6095.jpg,198,26,116,93,gap
img6096.jpg,292,28,138,74,gap
img6096.jpg,270,113,96,88,gap
img6097.jpg,445,161,92,111,gap
img6097.jpg,305,22,112,96,gap
img6098.jpg,367,135,125,124,gap
img6098.jpg,186,115,100,86,gap
img6099.jpg,171,151,124,123,gap
img6099.jpg,309,63,105,100,gap
img6100.jpg,150,146,80,95,gap
img6100.jpg,172,26,100,101,gap
img6101.jpg,416,26,110,138,gap
img6101.jpg,293,21,89,88,gap
img6102.jpg,234,25,138,74,gap
img6102.jpg,226,134,108,109,gap
img6103.jpg,310,142,118,105,gap
img6103.jpg,304,10,96,86,gap
img6104.jpg,229,44,134,136,gap
img6104.jpg,373,94,117,115,gap
img6105.jpg,395,86,108,110,gap
img6105.jpg,262,55,129,128,gap
img6106.jpg,220,134,92,102,gap
img6106.jpg,387,143,122,122,gap
img6107.jpg,451,25,86,86,gap
img6107.jpg,158,26,91,113,gap
img6108.jpg,226,125,118,116,gap
img6108.jpg,357,45,99,100,gap
img6109.jpg,399,11,113,114,gap
img6109.jpg,242,46,131,132,gap
img6110.jpg,411,40,111,91,gap
img6110.jpg,235,19,116,120,gap
img6111.jpg,445,147,100,100,gap
img6111.jpg,274,18,92,128,gap
img6112.jpg,412,146,111,112,gap
img6112.jpg,220,116,77,132,gap
img6113.jpg,156,93,117,117,gap
img6113.jpg,443,85,96,76,gap
img6114.jpg,283,98,129,124,gap
img6114.jpg,434,132,115,108,gap
img6115.jpg,349,26,114,114,gap
img6115.jpg,201,144,119,99,gap
img6116.jpg,267,139,99,98,gap
img6116.jpg,407,38,119,148,gap
img6117.jpg,176,32,116,116,gap
img6117.jpg,383,63,117,107,gap
img6118.jpg,345,29,110,103,gap
img6118.jpg,306,140,99,93,gap
img6119.jpg,408,118,110,111,gap
img6119.jpg,152,85,81,106,gap
img6120.jpg,280,93,124,126,gap
img6120.jpg,161,106,111,113,gap
img6121.jpg,169,143,106,118,gap
img6121.jpg,337,29,86,86,gap
img6122.jpg,378,79,117,107,gap
img6122.jpg,295,150,76,89,gap
img6123.jpg,351,58,109,120,gap
img6123.jpg,161,108,115,143,gap
img6124.jpg,194,23,116,117,gap
img6124.jpg,225,228,112,45,gap
img6125.jpg,188,81,97,116,gap
img6125.jpg,370,94,119,118,gap
img6126.jpg,160,134,116,120,gap
img6126.jpg,344,155,94,90,gap
img6127.jpg,225,156,101,115,gap
img6127.jpg,205,23,121,122,gap
img6128.jpg,287,146,128,117,gap
img6128.jpg,435,66,110,99,gap
img6129.jpg,233,151,74,99,gap
img6129.jpg,308,68,99,100,gap
img6130.jpg,184,46,105,117,gap
img6130.jpg,378,97,119,99,gap
img6131.jpg,167,66,129,128,gap
img6131.jpg,421,28,90,113,gap
img6132.jpg,435,133,76,91,gap
img6132.jpg,174,160,70,110,gap
img6133.jpg,232,93,108,109,gap
img6133.jpg,356,162,133,75,gap
img6134.jpg,427,205,112,45,gap
img6134.jpg,233,68,128,117,gap
img6135.jpg,169,92,116,116,gap
img6135.jpg,430,120,111,95,gap
img6136.jpg,282,58,100,86,gap
img6136.jpg,432,17,76,143,gap
img6137.jpg,291,14,124,119,gap
img6137.jpg,154,67,128,118,gap
img6138.jpg,255,18,116,116,gap
img6138.jpg,405,83,91,66,gap
img6139.jpg,175,23,94,90,gap
img6139.jpg,295,46,95,111,gap
img6140.jpg,414,107,120,86,gap
img6140.jpg,287,130,124,123,gap
img6141.jpg,385,194,133,49,gap
img6141.jpg,261,174,106,87,gap
img6142.jpg,194,54,102,102,gap
img6142.jpg,401,147,100,117,gap
img6143.jpg,346,82,106,106,gap
img6143.jpg,235,130,89,89,gap
img6144.jpg,275,109,112,111,gap
img6144.jpg,417,117,99,121,gap
img6145.jpg,404,140,94,90,gap
img6145.jpg,192,55,105,111,gap
img6146.jpg,425,94,120,117,gap
img6146.jpg,413,213,133,49,gap
img6147.jpg,161,14,104,104,gap
img6147.jpg,247,131,92,76,gap
img6148.jpg,218,47,103,88,gap
img6148.jpg,183,154,117,117,gap
img6149.jpg,228,75,94,96,gap
img6149.jpg,421,131,99,99,gap
img6150.jpg,181,81,92,86,gap
img6150.jpg,338,149,80,95,gap
img6151.jpg,373,50,96,88,gap
img6151.jpg,286,146,110,107,gap
img6152.jpg,161,34,116,117,gap
img6152.jpg,305,156,110,110,gap
img6153.jpg,345,120,94,99,gap
img6153.jpg,160,51,123,100,gap
img6154.jpg,167,38,107,107,gap
img6154.jpg,376,20,109,120,gap
img6155.jpg,205,151,66,86,gap
img6155.jpg,292,110,90,90,gap
img6156.jpg,207,23,105,108,gap
img6156.jpg,317,47,97,98,gap
img6157.jpg,280,83,123,137,gap
img6157.jpg,438,122,93,93,gap
img6158.jpg,332,75,131,132,gap
img6158.jpg,158,43,86,89,gap
img6159.jpg,183,156,93,67,gap
img6159.jpg,364,89,90,113,gap
img6160.jpg,443,80,103,88,gap
img6160.jpg,326,163,107,65,gap
img6161.jpg,428,138,117,117,gap
img6161.jpg,354,24,102,79,gap
img6162.jpg,426,148,78,91,gap
img6162.jpg,205,56,127,128,gap
img6163.jpg,254,58,103,88,gap
img6163.jpg,424,147,110,103,gap
img6164.jpg,226,60,122,98,gap
img6164.jpg,374,78,106,106,gap
img6165.jpg,407,110,122,120,gap
img6165.jpg,248,152,114,90,gap
img6166.jpg,180,57,42,125,gap
img6166.jpg,335,105,88,67,gap
img6167.jpg,253,39,79,132,gap
img6167.jpg,407,106,99,99,gap
img6168.jpg,401,12,89,89,gap
img6168.jpg,325,107,105,106,gap
img6169.jpg,293,153,119,119,gap
img6169.jpg,421,114,93,67,gap
img6170.jpg,161,85,118,59,gap
img6170.jpg,251,179,106,87,gap
img6171.jpg,356,11,118,40,gap
img6171.jpg,219,124,126,86,gap
img6172.jpg,206,85,119,118,gap
img6172.jpg,348,100,112,130,gap
img6173.jpg,223,26,112,101,gap
img6173.jpg,396,59,93,89,gap
img6174.jpg,409,151,78,111,gap
img6174.jpg,225,91,92,92,gap
img6175.jpg,194,196,107,65,gap
img6175.jpg,299,61,131,130,gap
img6176.jpg,421,99,78,91,gap
img6176.jpg,175,25,100,88,gap
img6177.jpg,417,141,112,101,gap
img6177.jpg,245,36,84,106,gap
img6178.jpg,153,55,127,126,gap
img6178.jpg,320,78,117,123,gap
img6179.jpg,332,71,106,76,gap
img6179.jpg,460,123,76,89,gap
img6180.jpg,302,20,90,90,gap
img6180.jpg,225,140,124,123,gap
img6181.jpg,211,79,86,86,gap
img6181.jpg,355,72,107,109,gap
img6182.jpg,421,131,99,98,gap
img6182.jpg,150,132,138,113,gap
img6183.jpg,374,11,96,102,gap
img6183.jpg,278,40,91,105,gap
img6184.jpg,279,132,109,109,gap
img6184.jpg,302,15,116,107,gap
img6185.jpg,346,86,104,116,gap
img6185.jpg,156,115,124,126,gap
img6186.jpg,338,53,120,102,gap
img6186.jpg,187,152,109,120,gap
img6187.jpg,405,79,116,116,gap
img6187.jpg,168,146,110,106,gap
img6188.jpg,403,70,91,90,gap
img6188.jpg,279,27,117,123,gap
img6189.jpg,170,82,95,111,gap
img6189.jpg,348,97,90,90,gap
img6190.jpg,157,50,115,143,gap
img6190.jpg,409,81,76,143,gap
img6191.jpg,417,82,120,116,gap
img6191.jpg,226,68,94,99,gap
img6192.jpg,172,29,113,112,gap
img6192.jpg,330,104,93,89,gap
img6193.jpg,400,123,131,132,gap
img6193.jpg,219,168,113,86,gap
img6194.jpg,320,139,117,107,gap
img6194.jpg,166,57,106,107,gap
img6195.jpg,430,18,98,83,gap
img6195.jpg,294,87,129,130,gap
img6196.jpg,266,51,114,114,gap
img6196.jpg,393,63,76,143,gap
img6197.jpg,229,119,92,92,gap
img6197.jpg,360,82,122,120,gap
img6198.jpg,381,63,113,113,gap
img6198.jpg,165,127,97,88,gap
img6199.jpg,261,31,99,93,gap
img6199.jpg,305,152,117,117,gap
img6200.jpg,267,17,111,91,gap
img6200.jpg,355,175,66,86,gap
img6201.jpg,231,140,119,119,gap
img6201.jpg,378,21,113,106,gap
img6202.jpg,240,26,119,119,gap
img6202.jpg,374,80,113,140,gap
img6203.jpg,246,170,99,99,gap
img6203.jpg,313,23,129,127,gap
img6204.jpg,182,215,118,40,gap
img6204.jpg,430,18,97,106,gap
img6205.jpg,268,128,94,94,gap
img6205.jpg,392,16,92,76,gap
img6206.jpg,301,58,109,138,gap
img6206.jpg,171,107,120,116,gap
img6207.jpg,220,54,110,110,gap
img6207.jpg,355,107,95,95,gap
img6208.jpg,187,30,91,90,gap
img6208.jpg,368,62,78,91,gap
img6209.jpg,176,120,118,115,gap
img6209.jpg,310,133,96,112,gap
img6210.jpg,329,43,118,115,gap
img6210.jpg,180,18,84,124,gap
img6211.jpg,173,156,91,101,gap
img6211.jpg,356,145,80,95,gap
img6212.jpg,399,188,125,79,gap
img6212.jpg,227,102,124,123,gap
img6213.jpg,212,29,88,83,gap
img6213.jpg,156,180,126,80,gap
img6214.jpg,397,133,112,96,gap
img6214.jpg,266,71,90,90,gap
img6215.jpg,246,57,55,107,gap
img6215.jpg,362,104,127,127,gap
img6216.jpg,470,124,42,125,gap
img6216.jpg,223,165,100,86,gap
img6217.jpg,290,117,84,113,gap
img6217.jpg,175,47,90,93,gap
img6218.jpg,415,89,125,123,gap
img6218.jpg,273,156,112,111,gap
img6219.jpg,297,90,96,112,gap
img6219.jpg,444,28,90,76,gap
img6220.jpg,426,114,116,116,gap
img6220.jpg,228,13,118,120,gap
img6221.jpg,302,18,129,128,gap
img6221.jpg,170,151,105,104,gap
img6222.jpg,198,24,92,102,gap
img6222.jpg,369,24,125,124,gap
img6223.jpg,174,90,99,83,gap
img6223.jpg,410,174,110,99,gap
img6224.jpg,229,46,126,113,gap
img6224.jpg,368,112,100,105,gap
img6225.jpg,165,72,119,132,gap
img6225.jpg,342,124,129,128,gap
img6226.jpg,340,143,128,117,gap
img6226.jpg,231,163,99,79,gap
img6227.jpg,308,141,127,126,gap
img6227.jpg,170,81,127,126,gap
img6228.jpg,324,16,77,93,gap
img6228.jpg,193,115,131,129,gap
img6229.jpg,185,69,92,91,gap
img6229.jpg,334,39,100,88,gap
img6230.jpg,198,60,88,83,gap
img6230.jpg,376,149,84,106,gap
img6231.jpg,364,129,104,104,gap
img6231.jpg,235,138,86,86,gap
img6232.jpg,437,41,57,149,gap
img6232.jpg,204,96,117,123,gap
img6233.jpg,233,99,46,136,gap
img6233.jpg,397,108,116,93,gap
img6234.jpg,381,121,93,99,gap
img6234.jpg,201,18,104,104,gap
img6235.jpg,157,108,106,86,gap
img6235.jpg,353,44,118,59,gap
img6236.jpg,154,18,122,120,gap
img6236.jpg,435,21,99,105,gap
img6237.jpg,316,74,95,95,gap
img6237.jpg,209,173,89,88,gap
img6238.jpg,185,78,77,132,gap
img6238.jpg,356,84,106,118,gap
img6239.jpg,387,110,131,89,gap
img6239.jpg,225,117,125,124,gap
img6240.jpg,247,96,101,111,gap
img6240.jpg,382,157,116,106,gap
img6241.jpg,368,42,141,83,gap
img6241.jpg,195,134,97,97,gap
img6242.jpg,425,37,112,100,gap
img6242.jpg,199,162,78,91,gap
img6243.jpg,163,51,99,99,gap
img6243.jpg,286,112,116,118,gap
img6244.jpg,439,120,99,99,gap
img6244.jpg,202,41,141,111,gap
img6245.jpg,431,134,84,124,gap
img6245.jpg,207,33,110,110,gap
img6246.jpg,259,90,91,105,gap
img6246.jpg,156,142,95,115,gap
img6247.jpg,407,190,96,76,gap
img6247.jpg,291,124,106,113,gap
img6248.jpg,442,166,96,88,gap
img6248.jpg,174,105,107,109,gap
img6249.jpg,384,93,129,101,gap
img6249.jpg,231,21,115,112,gap
img6250.jpg,412,64,97,98,gap
img6250.jpg,228,39,120,114,gap
img6251.jpg,234,75,119,121,gap
img6251.jpg,411,85,129,130,gap
img6252.jpg,433,91,97,81,gap
img6252.jpg,305,82,116,107,gap
img6253.jpg,165,103,116,116,gap
img6253.jpg,346,80,101,96,gap
img6254.jpg,247,72,125,123,gap
img6254.jpg,410,135,121,122,gap
img6255.jpg,271,35,90,90,gap
img6255.jpg,261,126,113,90,gap
img6256.jpg,415,27,96,86,gap
img6256.jpg,243,46,91,91,gap
img6257.jpg,286,15,117,118,gap
img6257.jpg,381,145,97,116,gap
img6258.jpg,445,130,101,100,gap
img6258.jpg,351,10,96,86,gap
img6259.jpg,215,130,107,106,gap
img6259.jpg,355,29,116,116,gap
img6260.jpg,383,124,111,91,gap
img6260.jpg,203,20,77,93,gap
img6261.jpg,367,70,49,100,gap
img6261.jpg,423,122,112,120,gap
img6262.jpg,221,21,100,140,gap
img6262.jpg,389,106,106,107,gap
img6263.jpg,352,172,113,86,gap
img6263.jpg,161,47,125,124,gap
img6264.jpg,272,139,110,110,gap
img6264.jpg,294,18,109,109,gap
img6265.jpg,413,89,129,107,gap
img6265.jpg,179,49,123,137,gap
img6266.jpg,158,49,111,121,gap
img6266.jpg,334,139,93,93,gap
img6267.jpg,323,97,138,74,gap
img6267.jpg,172,147,112,112,gap
img6268.jpg,166,45,92,76,gap
img6268.jpg,386,138,96,71,gap
img6269.jpg,180,95,93,93,gap
img6269.jpg,312,57,122,120,gap
img6270.jpg,175,48,57,149,gap
img6270.jpg,305,141,86,86,gap
img6271.jpg,201,76,119,93,gap
img6271.jpg,375,18,121,134,gap
img6272.jpg,282,14,91,66,gap
img6272.jpg,376,78,98,98,gap
img6273.jpg,262,46,77,93,gap
img6273.jpg,293,155,143,112,gap
img6274.jpg,367,43,108,109,gap
img6274.jpg,409,161,126,80,gap
img6275.jpg,432,45,107,108,gap
img6275.jpg,216,76,110,111,gap
img6276.jpg,151,59,113,112,gap
img6276.jpg,390,62,119,132,gap
img6277.jpg,360,152,113,110,gap
img6277.jpg,218,23,85,85,gap
img6278.jpg,276,192,99,79,gap
img6278.jpg,397,29,121,122,gap
img6279.jpg,377,133,116,117,gap
img6279.jpg,209,42,96,88,gap
img6280.jpg,155,135,118,115,gap
img6280.jpg,373,55,88,87,gap
img6281.jpg,311,44,123,137,gap
img6281.jpg,191,149,93,93,gap
img6282.jpg,160,80,83,105,gap
img6282.jpg,305,18,126,113,gap
img6283.jpg,258,27,107,105,gap
img6283.jpg,163,181,90,90,gap
img6284.jpg,207,146,61,96,gap
img6284.jpg,424,108,102,79,gap
img6285.jpg,407,141,104,104,gap
img6285.jpg,190,114,122,120,gap
img6286.jpg,246,56,102,116,gap
img6286.jpg,401,164,115,108,gap
img6287.jpg,235,15,96,71,gap
img6287.jpg,211,136,131,129,gap
img6288.jpg,196,159,95,106,gap
img6288.jpg,164,34,116,118,gap
img6289.jpg,235,12,100,100,gap
img6289.jpg,424,104,86,86,gap
img6290.jpg,435,54,90,113,gap
img6290.jpg,224,68,112,130,gap
img6291.jpg,181,114,54,142,gap
img6291.jpg,405,83,91,105,gap
img6292.jpg,376,109,54,142,gap
img6292.jpg,431,118,88,67,gap
img6293.jpg,161,74,83,105,gap
img6293.jpg,353,162,105,104,gap
img6294.jpg,408,167,66,91,gap
img6294.jpg,269,61,109,109,gap
img6295.jpg,330,17,99,101,gap
img6295.jpg,219,146,125,125,gap
img6296.jpg,320,119,145,127,gap
img6296.jpg,160,119,113,86,gap
img6297.jpg,427,101,97,101,gap
img6297.jpg,190,149,76,86,gap
img6298.jpg,237,12,109,109,gap
img6298.jpg,434,58,110,107,gap
img6299.jpg,184,49,94,99,gap
img6299.jpg,307,103,106,106,gap
img6300.jpg,199,11,117,117,gap
img6300.jpg,385,69,99,121,gap
img6301.jpg,191,15,119,143,gap
img6301.jpg,323,145,120,116,gap
img6302.jpg,324,19,115,117,gap
img6302.jpg,188,157,86,86,gap
img6303.jpg,406,123,101,96,gap
img6303.jpg,178,34,99,83,gap
img6304.jpg,285,146,127,128,gap
img6304.jpg,335,14,125,125,gap
img6305.jpg,384,177,88,83,gap
img6305.jpg,228,76,109,109,gap
img6306.jpg,211,145,98,98,gap
img6306.jpg,370,62,96,88,gap
img6307.jpg,301,84,118,40,gap
img6307.jpg,180,165,76,96,gap
img6308.jpg,351,30,115,61,gap
img6308.jpg,251,84,94,94,gap
img6309.jpg,199,11,122,98,gap
img6309.jpg,335,117,97,106,gap
img6310.jpg,221,95,125,79,gap
img6310.jpg,434,50,95,111,gap
img6311.jpg,423,16,117,107,gap
img6311.jpg,183,138,99,101,gap
img6312.jpg,189,130,127,127,gap
img6312.jpg,424,113,108,109,gap
img6313.jpg,246,46,86,86,gap
img6313.jpg,388,116,112,100,gap
img6314.jpg,256,157,95,111,gap
img6314.jpg,209,37,91,66,gap
img6315.jpg,267,17,118,105,gap
img6315.jpg,162,97,90,113,gap
img6316.jpg,156,83,110,110,gap
img6316.jpg,310,162,99,98,gap
img6317.jpg,235,25,100,117,gap
img6317.jpg,359,128,129,130,gap
img6318.jpg,457,98,66,86,gap
img6318.jpg,256,111,129,124,gap
img6319.jpg,354,121,98,98,gap
img6319.jpg,218,31,94,94,gap
img6320.jpg,258,117,112,125,gap
img6320.jpg,412,104,128,118,gap
img6321.jpg,151,21,118,101,gap
img6321.jpg,245,171,138,74,gap
img6322.jpg,236,59,129,101,gap
img6322.jpg,373,83,66,86,gap
img6323.jpg,349,100,123,137,gap
img6323.jpg,183,80,98,98,gap
img6324.jpg,323,15,116,116,gap
img6324.jpg,473,129,76,143,gap
img6325.jpg,428,24,46,136,gap
img6325.jpg,347,227,118,40,gap
img6326.jpg,399,70,104,104,gap
img6326.jpg,299,31,90,90,gap
img6327.jpg,167,26,66,86,gap
img6327.jpg,396,23,119,118,gap
img6328.jpg,254,116,104,104,gap
img6328.jpg,365,135,109,120,gap
img6329.jpg,255,122,119,148,gap
img6329.jpg,406,97,110,107,gap
img6330.jpg,338,32,95,95,gap
img6330.jpg,178,152,78,111,gap
img6331.jpg,189,76,133,85,gap
img6331.jpg,377,69,103,98,gap
img6332.jpg,235,120,101,128,gap
img6332.jpg,449,100,97,88,gap
img6333.jpg,404,69,90,90,gap
img6333.jpg,156,36,121,122,gap
img6334.jpg,286,53,118,120,gap
img6334.jpg,411,142,105,90,gap
img6335.jpg,173,137,42,125,gap
img6335.jpg,405,152,86,86,gap
img6336.jpg,178,104,120,102,gap
img6336.jpg,304,130,76,86,gap
img6337.jpg,349,90,123,137,gap
img6337.jpg,215,47,131,132,gap
img6338.jpg,370,30,125,123,gap
img6338.jpg,207,120,127,127,gap
img6339.jpg,168,14,135,134,gap
img6339.jpg,353,88,128,113,gap
img6340.jpg,409,23,123,100,gap
img6340.jpg,278,101,86,103,gap
img6341.jpg,156,45,125,125,gap
img6341.jpg,410,127,111,95,gap
img6342.jpg,362,66,119,132,gap
img6342.jpg,200,148,118,40,gap
img6343.jpg,401,74,112,112,gap
img6343.jpg,248,37,102,102,gap
img6344.jpg,151,97,97,80,gap
img6344.jpg,262,14,56,106,gap
img6345.jpg,384,143,117,123,gap
img6345.jpg,235,21,105,90,gap
img6346.jpg,194,71,116,117,gap
img6346.jpg,344,33,104,104,gap
img6347.jpg,412,141,129,116,gap
img6347.jpg,191,35,94,96,gap
img6348.jpg,411,41,86,86,gap
img6348.jpg,220,103,99,105,gap
img6349.jpg,401,140,76,89,gap
img6349.jpg,251,130,97,97,gap
img6350.jpg,165,111,96,86,gap
img6350.jpg,354,81,100,105,gap
img6351.jpg,386,70,121,122,gap
img6351.jpg,238,51,125,125,gap
img6352.jpg,415,124,100,101,gap
img6352.jpg,205,130,119,99,gap
img6353.jpg,289,60,118,116,gap
img6353.jpg,163,110,104,105,gap
img6354.jpg,171,136,116,118,gap
img6354.jpg,181,14,116,116,gap
img6355.jpg,390,127,117,118,gap
img6355.jpg,197,109,109,109,gap
img6356.jpg,247,104,129,127,gap
img6356.jpg,394,143,127,126,gap
img6357.jpg,422,36,97,98,gap
img6357.jpg,224,100,93,92,gap
img6358.jpg,462,92,77,132,gap
img6358.jpg,329,54,98,78,gap
img6359.jpg,185,90,99,99,gap
img6359.jpg,319,30,114,104,gap
img6360.jpg,211,53,105,90,gap
img6360.jpg,382,20,99,98,gap
img6361.jpg,153,37,93,89,gap
img6361.jpg,340,61,97,81,gap
img6362.jpg,160,46,116,116,gap
img6362.jpg,352,97,78,91,gap
img6363.jpg,333,47,111,113,gap
img6363.jpg,295,174,97,80,gap
img6364.jpg,276,181,76,91,gap
img6364.jpg,285,21,88,83,gap
img6365.jpg,381,97,118,105,gap
img6365.jpg,254,19,76,143,gap
img6366.jpg,259,23,99,99,gap
img6366.jpg,264,193,93,67,gap
img6367.jpg,241,169,99,98,gap
img6367.jpg,266,81,66,86,gap
img6368.jpg,364,91,117,119,gap
